NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

532movie.bnu.edu.cn. 10800 IN A 172.16.215.40
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

ultrafast.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

uoa.bnu.edu.cn. 10800 IN A 114.255.219.21

video.bnu.edu.cn. 10800 IN A 60.247.18.10

vol.bnu.edu.cn. 10800 IN A 219.224.19.80

vol.bnu.edu.cn. 7199 IN A 219.224.19.80

vpn.bnu.edu.cn. 10800 IN CNAME weixin.bnu.edu.cn.
weixin.bnu.edu.cn. 7199 IN A 114.255.220.46

vpn2.bnu.edu.cn. 10800 IN A 172.16.181.66

vrvt.bnu.edu.cn. 10800 IN A 202.112.88.45

www.vsecc.bnu.edu.cn. 10800 IN A 219.224.31.18

vthere.bnu.edu.cn. 10800 IN A 219.224.19.142

vw.bnu.edu.cn. 10800 IN A 219.224.19.142

wangjingai.bnu.edu.cn. 10800 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

wayf6.bnu.edu.cn. 0 IN A 220.250.64.225

wayf6.bnu.edu.cn. 60 IN A 220.250.64.225

wayf6.bnu.edu.cn. 59 IN A 220.250.64.225

wayf6.bnu.edu.cn. 59 IN A 220.250.64.225

wayf6.bnu.edu.cn. 59 IN A 220.250.64.225

wayf6.bnu.edu.cn. 59 IN A 220.250.64.225

wayf6.bnu.edu.cn. 59 IN A 220.250.64.225

wayf6.bnu.edu.cn. 59 IN A 220.250.64.225

wayf6.bnu.edu.cn. 59 IN A 220.250.64.225

wayf6.bnu.edu.cn. 59 IN A 220.250.64.225

weixin.bnu.edu.cn. 7199 IN A 114.255.220.46

welcome.bnu.edu.cn. 10800 IN A 219.224.19.48

welcomezh.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4398 IN A 60.247.18.9

welcomezh.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4398 IN A 60.247.18.9

wenku.bnu.edu.cn. 10800 IN A 202.112.82.101

wenku.bnu.edu.cn. 7199 IN A 202.112.82.101

wenku.bnu.edu.cn. 7199 IN A 202.112.82.101

wenku.bnu.edu.cn. 7199 IN A 202.112.82.101

wenku.bnu.edu.cn. 7199 IN A 202.112.82.101

wenyixue.bnu.edu.cn. 5999 IN A 219.224.19.80

wifi.bnu.edu.cn. 10800 IN A 219.224.19.14

wise.bnu.edu.cn. 10800 IN A 219.224.19.143

wise.bnu.edu.cn. 7199 IN A 219.224.19.143

wkxb.bnu.edu.cn. 10800 IN A 219.224.19.169

wkxb.bnu.edu.cn. 7199 IN A 219.224.19.169

wsmelab.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

wszf.bnu.edu.cn. 10800 IN A 114.255.220.71

wszf.bnu.edu.cn. 7199 IN A 114.255.220.71

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

www.bnu.edu.cn. 2898 IN A 60.247.18.7

wxy.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

wxy.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

wyxlx.bnu.edu.cn. 10800 IN A 219.224.19.80

wzb.bnu.edu.cn. 10800 IN A 219.224.19.80

xcb.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4398 IN A 60.247.18.9

xiaoqing110.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

xly.bnu.edu.cn. 10800 IN A 59.64.36.102

xly.bnu.edu.cn. 7199 IN A 59.64.36.102

xsc.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

xsc.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

xszx.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

xszx.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

xszz.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6418 IN A 60.247.18.6

xszz.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6418 IN A 60.247.18.6

xuefeng.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

xuefeng.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

xueronghua.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6418 IN A 60.247.18.6

xueronghua.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6418 IN A 60.247.18.6

xxgk.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

xygh.bnu.edu.cn. 10800 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

xyh.bnu.edu.cn. 10800 IN A 219.224.19.165

xyh.bnu.edu.cn. 7199 IN A 219.224.19.165

xyy.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6418 IN A 60.247.18.6

xyy.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6418 IN A 60.247.18.6

xyy.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6418 IN A 60.247.18.6

ygb.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

yixue.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

yjh.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

youth.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

youth.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

yuanqing.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

yz.bnu.edu.cn. 10800 IN A 59.64.36.102

yz.bnu.edu.cn. 7199 IN A 59.64.36.102

zcgs.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

zcgs.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

zhanglab.bnu.edu.cn. 10800 IN CNAME plesk3.bnu.edu.cn.
plesk3.bnu.edu.cn. 7199 IN A 219.224.19.70

zhnews.bnu.edu.cn. 10800 IN CNAME www.bnu.edu.cn.
www.bnu.edu.cn. 6553 IN A 60.247.18.7

zhoutr.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

zhuhai.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

zkgyy.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

zkgyy.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

zs.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4397 IN A 60.247.18.9

zyfw.bnu.edu.cn. 10800 IN A 219.143.237.165

zyfw.bnu.edu.cn. 7199 IN A 219.143.237.165

zyxiaoyou.bnu.edu.cn. 10800 IN A 219.224.19.80

zyzybj.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

zzb.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

zzb.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

zzbgz.bnu.edu.cn. 10800 IN A 219.224.31.51

zzgz.bnu.edu.cn. 10800 IN A 219.224.31.51

zzgz.bnu.edu.cn. 7199 IN A 219.224.31.51

